timestamp,btc_price,btc_volume,eth_price,eth_volume,sol_price,sol_volume
2021-09-17 05:30:00,47305.18,1558.52317573,3398.9,40836.33920742,147.59306335,4675731485.0
2021-09-18 05:30:00,48326.74,1452.50623073,3435.78,33635.53668,169.18421936,5415012910.0
2021-09-19 05:30:00,47245.25,999.59599085,3328.81,14845.79007061,152.51669312,3350530308.0
2021-09-20 05:30:00,43035.99,4240.48541968,2977.58,74538.7053961,132.13446045,5623667250.0
2021-09-21 05:30:00,40596.54,5961.58790269,2765.88,79943.51517538,123.95039368,5243953819.0
2021-09-22 05:30:00,43589.53,3040.94514066,3079.09,22967.01681598,147.92425537,4952222859.0
2021-09-23 05:30:00,44903.5,2317.75578384,3154.03,16825.56510661,149.75357056,3389212044.0
2021-09-24 05:30:00,42848.5,4348.92828394,2929.3,45129.10445943,139.39564514,3852350632.0
2021-09-25 05:30:00,42722.19,879.19677382,2925.75,20319.23831938,136.17892456,2037106949.0
2021-09-26 05:30:00,43204.73,1659.78466242,3064.32,27221.76237745,135.69937134,2674182809.0
2021-09-27 05:30:00,42189.81,1936.64957217,2923.93,31751.79700502,136.72842407,2867246888.0
2021-09-28 05:30:00,41049.0,2246.85357977,2807.46,25028.08328499,131.53721619,2422542861.0
2021-09-29 05:30:00,41542.9,1804.77808474,2851.4,32222.27687717,135.35145569,2428105040.0
2021-09-30 05:30:00,43834.43,2614.50420927,3000.59,23002.61388777,141.06904602,2244376110.0
2021-10-01 05:30:00,48171.86,3440.55790826,3311.72,49721.68828236,161.68237305,4387488320.0
2021-10-02 05:30:00,47685.8,1361.84402667,3391.71,22276.68810358,169.09301758,3471658582.0
2021-10-03 05:30:00,48235.93,1164.6029687,3417.43,13045.9904754,172.5891571,3149579954.0
2021-10-04 05:30:00,49242.14,2737.78053315,3383.88,20584.18093893,166.73191833,3109040100.0
2021-10-05 05:30:00,51501.19,2206.59644303,3516.09,20181.62075484,164.11582947,2541087419.0
2021-10-06 05:30:00,55345.79,4441.90271751,3576.54,39445.6957661,154.10774231,3259712887.0
2021-10-07 05:30:00,53787.6,2349.70121453,3587.91,13781.66857762,154.28118896,2579187256.0
2021-10-08 05:30:00,53957.21,2217.75513685,3563.15,14121.80445315,158.94920349,2781848650.0
2021-10-09 05:30:00,54976.92,1061.02324334,3574.03,4058.11599377,156.82583618,1522023824.0
2021-10-10 05:30:00,54714.95,1735.42193508,3422.0,10925.40685912,148.04870605,1556965341.0
2021-10-11 05:30:00,57485.2,1955.78560334,3543.94,12867.47668366,144.85813904,1851795187.0
